CHROM	POS	monovar	sccaller	bulk	monovar_sccaller	monovar_bulk	sccaller_bulk	monovar_sccaller_bulk
21	40597012	0	1	0	0	0	0	0
21	40619586	0	1	0	0	0	0	0
21	40778541	0	1	0	0	0	0	0
21	40795025	0	1	0	0	0	0	0
21	40800274	0	1	0	0	0	0	0
21	40847190	0	1	0	0	0	0	0
21	40977895	0	0	2	0	0	0	0
21	41416275	0	0	2	0	0	0	0
21	41427640	0	1	0	0	0	0	0
21	41434799	0	1	0	0	0	0	0
21	41459051	0	1	0	0	0	0	0
21	41459108	0	1	0	0	0	0	0
21	41559163	0	1	0	0	0	0	0
21	41559182	1	0	0	0	0	0	0
21	41684148	0	1	0	0	0	0	0
21	41710250	0	1	0	0	0	0	0
21	41725503	0	1	0	0	0	0	0
21	42647488	0	1	0	0	0	0	0
21	42719115	0	1	0	0	0	0	0
21	42775250	0	1	0	0	0	0	0
21	42804070	0	1	0	0	0	0	0
21	42804121	0	1	0	0	0	0	0
21	43222839	0	1	0	0	0	0	0
21	43224618	0	1	0	0	0	0	0
21	43321731	0	0	2	0	0	0	0
21	43321765	0	1	0	0	0	0	0
21	43321901	0	1	0	0	0	0	0
21	43338985	0	0	2	0	0	0	0
21	43508395	0	1	0	0	0	0	0
21	43508415	0	1	0	0	0	0	0
21	43521771	0	1	0	0	0	0	0
21	43541348	0	1	0	0	0	0	0
21	43547079	0	1	0	0	0	0	0
21	43549793	0	1	0	0	0	0	0
21	43549915	0	1	0	0	0	0	0
21	43679388	0	1	0	0	0	0	0
21	43708003	0	1	0	0	0	0	0
21	43710096	0	1	0	0	0	0	0
21	43802115	0	1	0	0	0	0	0
21	43809091	0	1	0	0	0	0	0
21	43902641	0	1	0	0	0	0	0
21	43902730	0	1	0	0	0	0	0
21	43906429	0	1	0	0	0	0	0
21	43912902	0	1	0	0	0	0	0
21	43916262	0	1	0	0	0	0	0
21	43985836	0	0	2	0	0	0	0
21	44117456	0	0	1	0	0	0	0
21	44270269	0	1	0	0	0	0	0
21	44329000	0	1	0	0	0	0	0
21	44433206	0	1	0	0	0	0	0
21	44448739	0	1	0	0	0	0	0
21	44448880	0	1	0	0	0	0	0
21	44513223	0	1	0	0	0	0	0
21	44949811	0	1	0	0	0	0	0
21	45475814	0	0	2	0	0	0	0
21	45483424	0	1	0	0	0	0	0
21	45496270	0	1	0	0	0	0	0
21	45497426	0	0	2	0	0	0	0
21	45518256	0	1	0	0	0	0	0
21	45518456	0	1	0	0	0	0	0
21	45522659	0	1	0	0	0	0	0
21	45540348	0	1	0	0	0	0	0
21	45750471	0	1	0	0	0	0	0
21	45821687	0	1	0	0	0	0	0
21	45821710	0	1	0	0	0	0	0
21	45833873	0	1	0	0	0	0	0
21	45833914	0	1	0	0	0	0	0
21	45861790	1	0	0	0	0	0	0
21	45938177	0	1	0	0	0	0	0
21	45951069	0	1	0	0	0	0	0
21	45951130	0	1	0	0	0	0	0
21	46011532	0	1	0	0	0	0	0
21	46032003	0	1	0	0	0	0	0
21	46032482	0	3	2	0	0	0	0
21	46086377	0	1	0	0	0	0	0
21	46086718	0	1	0	0	0	0	0
21	46122563	0	1	0	0	0	0	0
21	46596241	0	1	0	0	0	0	0
21	46596248	0	1	0	0	0	0	0
21	46640826	0	1	0	0	0	0	0
21	47269976	0	1	0	0	0	0	0
21	47349762	0	1	0	0	0	0	0
21	47355383	0	1	0	0	0	0	0
21	47680713	0	1	0	0	0	0	0
21	47783454	0	1	0	0	0	0	0
21	47783663	0	1	0	0	0	0	0
21	47865077	0	1	0	0	0	0	0
21	47910558	0	1	0	0	0	0	0
21	47929287	0	1	0	0	0	0	0
21	47929301	0	1	0	0	0	0	0
21	47970563	0	1	0	0	0	0	0
21	48072713	0	1	0	0	0	0	0
21	48072814	0	1	0	0	0	0	0
